304694,2017-03-22,272.45,"Sobe - Cranberry Grapefruit,2.02,18.94","Sauce - White, Mix,1.03,1.95","Cheese - Cheddar, Old White,1.80,11.98","Cake - French Pear Tart,1.96,10.32","Cake - Night And Day Choclate,1.59,1.85","Halibut - Whole, Fresh,3.49,3.22","Lamb Shoulder Boneless Nz,1.91,18.63","Nut - Almond, Blanched, Whole,4.03,18.86","Flavouring - Rum,1.79,12.26","Nantucket Cranberry Juice,2.67,10.56","Tomato Paste,3.09,1.45","Lamb - Shoulder, Boneless,2.50,4.50","Lamb - Ground,2.23,10.80","Capon - Whole,4.07,9.88","Container - Hngd Cll Blk 7x7x3,2.44,22.05","Salmon - Atlantic, No Skin,3.19,24.08","Lamb - Bones,1.60,10.80","Cheese - Cheddar With Claret,1.41,7.57","Grapes - Red,3.07,27.08","Beef - Rib Eye Aaa,4.01,13.91","Yams,3.00,10.40","Wine - Riesling Alsace Ac 2001,4.04,2.91","Salt - Kosher,2.02,18.45",0,0,0,0,0,0 
847908,2018-01-04,401.40,"Water - San Pellegrino,1.72,6.60","Clam - Cherrystone,3.18,14.53","Pea - Snow,3.94,7.20","Beer - Labatt Blue,2.14,17.09","Bread - Rye,3.00,5.43","Juice - Grapefruit, 341 Ml,2.03,17.42","Numi - Assorted Teas,2.01,3.98","Lid - High Heat, Super Clear,4.08,12.02","Bread - Olive Dinner Roll,2.79,9.81","Campari,1.66,16.56","Sobe - Cranberry Grapefruit,1.00,9.40","Beer - Labatt Blue,4.04,32.20","Mushroom - King Eryingii,1.57,14.93","Tuna - Bluefin,1.40,5.67","Wine - Merlot Vina Carmen,2.08,4.20","Anchovy Paste - 56 G Tube,4.18,12.25","Bread - 10 Grain Parisian,2.16,6.80","Asparagus - White, Canned,1.99,12.72","Sobe - Cranberry Grapefruit,2.67,25.03","Apricots Fresh,2.57,25.53","Eggs - Extra Large,1.31,2.68","Skewers - Bamboo,1.34,11.17","Pastry - Baked Scones - Mini,3.69,20.36","Radish - Black, Winter, Organic,3.94,32.52","Nantucket - Kiwi Berry Cktl.,1.77,0.67","Pork - Loin, Center Cut,3.08,12.71","Ham - Cooked Italian,4.06,25.64","Radish - Black, Winter, Organic,1.73,14.28","Container - Hngd Cll Blk 7x7x3,2.44,22.00"
651844,2017-09-16,97.81,"Wine - Magnotta - Cab Franc,4.13,25.69","Wine - Bouchard La Vignee Pinot,3.91,7.79","Soupfoamcont12oz 112con,1.35,4.97","Wine - Red, Cabernet Sauvignon,4.08,37.31","Wine - Red, Cooking,1.88,7.64","Wild Boar - Tenderloin,2.09,14.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651844,2017-10-08,1.55,"Carbonated Water - Blackberry,2.35,1.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651844,2017-12-26,58.65,"Tea - Jasmin Green,3.07,19.24","Apple - Macintosh,1.89,10.21","Crackers - Trio,1.93,1.27","Cookies - Englishbay Wht,2.87,7.41","Beef - Bones, Marrow,2.40,4.42","Oven Mitt - 13 Inch,3.14,16.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441167,2017-04-25,250.74,"Chutney Sauce,4.19,21.68","Wine - Montecillo Rioja Crianza,1.63,10.94","Oven Mitt - 13 Inch,2.41,12.34","Venison - Liver,1.99,0.91","Beef - Tongue, Cooked,1.75,4.99","Wine - Red, Cooking,2.49,10.12","Muffin Orange Individual,2.64,1.71","Cheese - Swiss Sliced,4.01,19.91","Cheese - Cheddar, Mild,1.46,11.86","Sole - Fillet,1.75,5.66","Eel Fresh,2.08,16.20","Wine - White, Antinore Orvieto,2.82,1.44","Oil - Hazelnut,1.47,7.41","Soup Campbells Turkey Veg.,3.83,22.19","Lid - 10,12,16 Oz,1.67,14.71","Shrimp - Baby, Warm Water,1.59,0.52","Squash - Butternut,1.91,4.15","Yams,1.29,4.49","Greens Mustard,2.36,16.76","Buffalo - Tenderloin,4.01,2.45","Dooleys Toffee,1.19,10.01","Corn Kernels - Frozen,2.81,8.43","Wine - White, French Cross,3.62,32.02","Flour - Rye,3.51,9.84",0,0,0,0,0
126322,2017-08-13,58.22,"Pepper - Cubanelle,1.73,2.43","Strawberries,1.40,11.26","Lobster - Base,3.07,22.34","Bread - Multigrain,3.28,15.75","Cake - Sheet Strawberry,2.86,6.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606626,2017-08-08,209.45,"Cake - French Pear Tart,3.48,18.33","Sprouts - Onion,2.73,2.35","Kolrabi,1.02,0.81","Cheese - Grana Padano,1.31,2.80","Nut - Walnut, Chopped,1.35,7.65","Nectarines,4.00,25.50","Trout - Rainbow, Fresh,3.23,11.46","Icecream Cone - Areo Chocolate,4.06,8.56","Chicken - White Meat With Tender,3.73,33.23","Cheese - Havarti, Roasted Garlic,3.54,19.53","Cheese - Cheddar With Claret,3.27,17.53","Longos - Grilled Chicken With,1.55,3.28","Marjoram - Fresh,3.77,20.68","Mushroom - Lg - Cello,2.92,16.38","Bread - Italian Roll With Herbs,1.86,5.71","Cookie Dough - Chocolate Chip,3.16,15.65",0,0,0,0,0,0,0,0,0,0,0,0,0
606626,2017-09-10,316.74,"Lid - High Heat, Super Clear,2.31,6.81","Apple - Fuji,1.99,16.45","Lettuce - Escarole,3.23,12.73","Flour - Strong,2.71,10.78","Eggroll,1.56,2.24","Mackerel Whole Fresh,3.35,21.85","Cheese - Taleggio D.o.p.,1.37,1.11","Cactus Pads,3.90,4.21","Chutney Sauce,3.28,23.30","Bacon Strip Precooked,1.43,8.88","Spinach - Spinach Leaf,2.25,1.89","Cheese - Cheddar, Medium,1.42,4.47","Sea Bass - Whole,3.96,37.82","Pork - Hock And Feet Attached,1.55,5.35","Veal - Slab Bacon,2.63,25.63","Curry Paste - Madras,1.90,17.72","Bay Leaf,3.23,8.86","Cocoa Powder - Dutched,3.93,35.79","Yams,1.56,5.40","Lamb Leg - Bone - In Nz,2.33,10.13","Syrup - Monin, Amaretta,3.72,28.79","Blue Curacao - Marie Brizard,1.41,6.92","Cod - Salted, Boneless,4.15,5.60","Yogurt - Peach, 175 Gr,1.82,13.98",0,0,0,0,0
126322,2017-06-16,380.73,"Lotus Root,2.27,11.16","Sauce - Oyster,4.14,18.78","Cheese - Valancey,1.75,4.45","Ice Cream - Life Savers,1.26,9.65","Relish,1.47,4.14","Pork - Loin, Center Cut,4.13,17.05","Ecolab Crystal Fusion,3.43,18.02","Sour Puss Sour Apple,1.50,8.65","Pasta - Orzo, Dry,3.26,8.07","Soup - Knorr, French Onion,2.95,12.49","Cheese - Mozzarella,2.96,14.10","Bandage - Flexible Neon,3.82,33.24","Rosemary - Fresh,2.02,18.27","Wine - Mas Chicet Rose, Vintage,2.08,2.62","Buffalo - Tenderloin,1.03,0.63","Corn Syrup,2.77,26.38","Pomegranates,3.06,17.08","Water - Mineral, Carbonated,3.26,23.48","Breakfast Quesadillas,2.83,14.68","Five Alive Citrus,1.56,6.64","Mace Ground,1.36,0.74","Cheese - Cambozola,1.12,8.93","Sauce - Oyster,2.69,12.21","Bread - Olive Dinner Roll,2.64,9.27","Fudge - Chocolate Fudge,3.06,24.73","Coffee - Ristretto Coffee Capsule,2.94,9.42","Ice Cream - Life Savers,1.55,11.84","Cheese - Swiss Sliced,1.50,7.45","Greens Mustard,3.74,26.56"
126322,2017-10-19,397.20,"Butcher Twine 4r,1.71,16.08","English Muffin,3.10,1.46","Tuna - Bluefin,3.72,15.03","Wine - Pinot Grigio Collavini,3.11,25.97","Muffin - Banana Nut Individual,2.23,20.90","Sole - Fillet,4.17,13.46","Fennel - Seeds,2.73,19.72","Wine - Merlot Vina Carmen,1.04,2.11","Venison - Liver,1.57,0.72","Carbonated Water - Blackberry,1.27,0.84","Coffee - Hazelnut Cream,1.64,9.95","Wine - White, Ej,2.56,6.48","Squash - Butternut,3.04,6.59","Phyllo Dough,3.91,30.76","Lobster - Base,3.72,27.10","Pasta - Cappellini, Dry,4.03,25.11","Table Cloth 81x81 Colour,2.83,22.02","Beef - Ground Medium,1.09,9.75","Sour Puss Sour Apple,2.14,12.28","Seedlings - Buckwheat, Organic,1.77,12.53","Kolrabi,1.09,0.86","Salt And Pepper Mix - Black,3.27,16.19","Passion Fruit,2.27,19.69","Soup Campbells Turkey Veg.,2.14,12.39","Isomalt,1.86,2.42","Container - Hngd Cll Blk 7x7x3,1.48,13.38","Sauce - Soya, Light,2.95,7.89","Longos - Assorted Sandwich,2.59,19.64","Foil - Round Foil,2.87,25.88"
654721,2017-03-18,508.80,"Bread - Pumpernickel,2.77,20.78","Anisette - Mcguiness,4.18,27.63","Butter Ripple - Phillips,3.38,28.80","Muffin - Banana Nut Individual,2.33,21.92","Pasta - Cannelloni, Sheets, Fresh,1.77,11.71","Fenngreek Seed,2.67,6.37","Wiberg Super Cure,2.68,7.18","Sesame Seed Black,1.84,2.64","Flour - Buckwheat, Dark,3.20,28.43","Wine - Magnotta - Cab Franc,3.47,21.57","Truffle - Peelings,3.49,2.30","Bread - Granary Small Pull,2.50,3.47","Cheese - Ricotta,3.28,18.95","Cocoa Powder - Dutched,3.33,30.26","Pancetta,1.35,6.86","Cake - Cheese Cake 9 Inch,1.69,11.31","Tea - Jasmin Green,4.13,25.88","Sugar - Sweet N Low, Individual,1.90,3.93","Flavouring - Rum,2.71,18.53","Brandy - Bar,3.66,22.60","Pepper - Orange,4.11,35.39","Tea - Green,3.39,16.49","Lamb Shoulder Boneless Nz,2.93,28.59","Soupfoamcont12oz 112con,3.22,11.83","Vinegar - Champagne,3.66,36.53","Sorrel - Fresh,3.18,20.11","Mushroom - Lg - Cello,1.35,7.58","Pepper - Gypsy Pepper,4.17,31.13",0
654721,2017-03-22,522.45,"Chips - Doritos,2.06,17.99","Pasta - Fusili, Dry,3.03,19.49","Wine - Clavet Saint Emilion,3.68,21.03","Lamb Shoulder Boneless Nz,2.92,28.49","Beef - Tongue, Cooked,4.07,11.65","Longos - Grilled Chicken With,1.70,3.59","Fruit Salad Deluxe,1.83,14.47","Appetizer - Southwestern,3.69,35.84","Bread - Raisin,1.96,15.77","Pork - Loin, Center Cut,1.64,9.69","Vaccum Bag 10x13,2.38,14.64","Veal - Brisket, Provimi,bnls,2.58,24.09","Dooleys Toffee,2.33,19.65","Beef Tenderloin Aaa,3.40,31.26","Passion Fruit,1.96,17.04","Plate Pie Foil,3.11,18.77","Lettuce - Belgian Endive,1.70,10.67","Wine - Red, Cabernet Sauvignon,3.85,35.20","Energy Drink - Franks Pineapple,3.69,27.53","Longos - Grilled Veg Sandwiches,3.84,33.96","Muffin - Banana Nut Individual,2.98,27.96","Wine - White, Ej,3.49,8.84","Pasta - Fusili, Dry,2.15,13.83","Cheese - Havarti, Roasted Garlic,1.27,6.99","Sole - Dover, Whole, Fresh,3.29,22.77","Sour Puss Sour Apple,1.37,7.87","Cake - Dulce De Leche,2.78,14.81","Wine - Sogrape Mateus Rose,2.32,8.57",0
641667,2017-10-27,361.71,"Sour Puss Sour Apple,1.18,6.81","Lemonade - Pineapple Passion,4.14,34.23","Wine - Cotes Du Rhone Parallele,1.93,18.78","Peppercorns - Pink,2.86,21.23","Clam - Cherrystone,1.05,4.79","Island Oasis - Strawberry,3.84,4.80","Energy Drink Bawls,3.61,30.54","English Muffin,2.45,1.15","Marjoram - Fresh,3.85,21.16","Ice Cream Bar - Hagen Daz,1.79,14.36","Wine - White, Colubia Cresh,2.75,11.55","Pastry - Baked Scones - Mini,2.64,14.60","Daves Island Stinger,3.69,32.62","Coffee - Ristretto Coffee Capsule,4.08,13.04","Water - Mineral, Carbonated,1.58,11.36","Trueblue - Blueberry 12x473ml,1.10,3.09","Scallops 60/80 Iqf,3.04,8.93","Capicola - Hot,1.62,9.91","Egg - Salad Premix,3.79,15.25","Apricots Fresh,3.50,34.72","Eel - Smoked,3.10,4.80","Pie Pecan,1.72,12.55","Wine - Cotes Du Rhone,3.57,31.43",0,0,0,0,0,0
641667,2017-12-13,51.77,"Salmon - Canned,3.67,8.45","Lotus Root,3.88,19.06","Wine - White, Ej,1.17,2.96","Nectarines,3.34,21.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641667,2018-01-14,326.32,"Pork - Ham, Virginia,3.77,28.51","Soup - Knorr, Ministrone,1.06,5.90","Soup - Knorr, Chicken Noodle,3.10,21.28","Nut - Pine Nuts, Whole,1.52,12.06","Tart Shells - Barquettes, Savory,2.98,27.97","Pork - Loin, Center Cut,1.54,9.11","Bread - Rolls, Rye,4.19,17.47","Lobster - Live,3.82,19.49","Creme De Cacao Mcguines,2.15,3.12","Cheese - Cheddar, Old White,2.99,19.87","Pasta - Fusili, Dry,3.20,20.61","Pizza Pizza Dough,3.37,8.36","Beef - Rib Eye Aaa,2.44,3.07","Tea - English Breakfast,1.21,1.71","Energy Drink Bawls,3.62,30.59","Bread Base - Italian,1.24,9.36","Wine - Duboeuf Beaujolais,3.81,32.27","Bread - Bagels, Mini,3.22,28.52","Tea - Black Currant,3.97,10.53","Wine - Magnotta - Cab Franc,2.65,16.51",0,0,0,0,0,0,0,0,0
877429,2017-04-07,16.50,"Bread - Rolls, Rye,2.22,16.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877429,2017-12-16,205.35,"Seedlings - Buckwheat, Organic,2.41,17.10","Hipnotiq Liquor,1.29,9.16","Longos - Penne With Pesto,3.92,30.56","Trueblue - Blueberry 12x473ml,4.10,11.49","Cactus Pads,3.34,3.61","Beef Cheek Fresh,2.45,15.61","Napkin - Dinner, White,3.18,15.85","Tomato - Plum With Basil,2.13,9.42","Longos - Assorted Sandwich,3.69,27.98","Mints - Striped Red,4.08,30.72","Chocolate - Pistoles, Lactee, Milk,3.94,23.70","Bread - Olive Dinner Roll,2.89,10.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877429,2018-02-13,361.99,"Grapes - Red,2.88,26.37","Carbonated Water - Blackberry,2.22,1.46","Truffle - Peelings,2.74,1.81","Crackers - Water,2.06,8.72","Vaccum Bag 10x13,1.47,9.04","Energy Drink - Franks Pineapple,1.75,13.06","Beef - Inside Round,2.26,12.89","Longos - Cheese Tortellini,1.11,6.52","Ice Cream - Super Sandwich,2.08,16.65","Dawn Professionl Pot And Pan,1.23,5.05","Sugar - Crumb,3.47,34.54","Energy Drink Bawls,1.86,15.73","Cocoa Powder - Dutched,3.11,28.29","Ecolab Crystal Fusion,3.09,25.44","Sauce - Hp,1.27,6.20","Wine - Red Oakridge Merlot,2.37,13.47","Bread Bowl Plain,3.17,2.22","Bread - Calabrese Baguette,1.25,2.57","Ecolab Crystal Fusion,3.18,26.15","Hummus - Spread,2.16,18.48","Flavouring - Rum,3.79,25.92","Pork - Liver,1.54,4.61","Mustard - Dijon,3.96,10.85","Veal - Eye Of Round,4.04,22.08","Oil - Sesame,1.24,9.70","Tomato - Plum With Basil,3.20,14.17",0,0,0
235796,2017-02-26,127.87,"Sprouts - Onion,2.57,2.21","Wine - White, Antinore Orvieto,3.22,1.64","Pepper - Gypsy Pepper,1.02,7.62","Shrimp - 16/20, Iqf, Shell On,3.78,27.66","Longos - Assorted Sandwich,3.60,27.33","Lamb Shoulder Boneless Nz,1.33,12.95","Star Anise, Whole,1.93,16.33","Juice - Tomato, 10 Oz,3.72,32.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573225,2017-11-26,236.76,"Veal - Inside, Choice,2.85,20.75","Scallops 60/80 Iqf,2.06,6.07","Squash - Butternut,2.27,4.92","Hipnotiq Liquor,2.02,14.29","Sugar - Fine,2.69,1.54","Shrimp, Dried, Small / Lb,3.51,25.43","Calypso - Pineapple Passion,4.14,31.96","Wine - Red, Cabernet Sauvignon,2.11,19.30","Garlic - Primerba, Paste,1.83,11.72","Halibut - Whole, Fresh,4.01,3.69","Cheese - Cream Cheese,2.76,16.26","Wine - Prosecco Valdobiaddene,3.92,13.96","Wine - Duboeuf Beaujolais,2.53,21.41","Bread - Malt,2.84,4.64","Grapes - Red,4.01,36.61","Lid - 0090 Clear,1.77,4.22",0,0,0,0,0,0,0,0,0,0,0,0,0
573225,2018-02-16,67.54,"Brandy - Bar,3.66,2.09","Cookie Chocolate Chip With,1.15,2.11","Stock - Veal, Brown,2.61,3.63","Soup - Campbellschix Stew,1.98,12.39","Doilies - 12, Paper,3.22,5.38","Curry Powder,3.73,11.95","Tea - Mint,2.51,19.80","Wine - Prosecco Valdobiaddene,2.86,10.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235796,2017-08-27,279.42,"Rice - Long Grain,2.83,10.69","Rabbit - Saddles,1.96,18.74","Lady Fingers,1.80,4.91","Cod - Salted, Boneless,2.41,3.26","Cookie Dough - Chocolate Chip,1.45,7.20","Muffin Batt - Carrot Spice,3.12,9.16","Crackers - Water,3.19,13.49","Blueberries - Frozen,2.36,1.89","Slt - Individual Portions,3.56,31.46","Pastry - Baked Scones - Mini,2.71,8.19","Carbonated Water - Cherry,3.29,25.74","Aspic - Light,3.23,8.44","Sauce - Oyster,3.00,13.64","Coffee - Decaffeinato Coffee,2.16,19.80","Pear - Halves,2.79,27.59","Foil - Round Foil,2.27,15.77","Lamb - Ground,2.16,10.45","Tea - Jasmin Green,4.02,21.33","Greens Mustard,1.85,13.16","Ham - Cooked Italian,2.30,14.52",0,0,0,0,0,0,0,0,0
235796,2017-09-25,412.85,"Beef - Ground Medium,3.96,35.57","Apples - Sliced / Wedge,3.97,15.32","Cocoa Powder - Dutched,2.77,25.23","Sauce - Oyster,4.12,18.72","Bread - Italian Roll With Herbs,2.84,8.71","Mix - Cocktail Ice Cream,2.54,15.91","Calypso - Pineapple Passion,2.46,19.02","Latex Rubber Gloves Size 9,2.43,18.44","Wine - White, Antinore Orvieto,3.16,1.61","Mushroom - Morels, Dry,2.48,18.87","Banana Turning,1.09,10.20","Muffin - Banana Nut Individual,1.38,12.94","Bread - Raisin,2.91,23.40","Beef Flat Iron Steak,1.53,8.52","Oil - Hazelnut,2.52,12.70","Pasta - Fusili, Dry,1.86,11.95","Wine - Red, Cabernet Merlot,2.48,13.77","Eel - Smoked,3.09,4.79","Veal - Inside, Choice,2.40,17.50","Soup Campbells Turkey Veg.,1.97,11.42","Beef - Tenderloin - Aa,2.98,20.61","Wine - Cotes Du Rhone,2.91,25.63","Brandy - Bar,2.33,1.33","Pasta - Cappellini, Dry,3.16,19.69","Soup - French Onion,2.95,19.83","Cookie - Dough Variety,3.95,21.16",0,0,0
235796,2017-12-29,413.53,"Veal - Eye Of Round,2.45,13.42","Ginger - Pickled,1.75,16.65","Muffin Hinge Container 6,2.85,1.65","Chervil - Fresh,2.97,10.79","Pepper - Green, Chili,3.31,32.08","Flour - Masa De Harina Mexican,1.53,9.52","Pasta - Cappellini, Dry,2.20,13.70","Mushroom - King Eryingii,4.11,38.92","Tea - Jasmin Green,1.55,9.72","Breakfast Quesadillas,2.34,12.15","Pepsi - 600ml,1.13,8.24","Flavouring - Rum,1.43,9.78","Mints - Striped Red,1.87,14.05","Tequila Rose Cream Liquor,2.51,17.60","Smoked Paprika,4.08,25.23","Longos - Cheese Tortellini,1.41,8.30","Mustard - Dijon,1.99,2.39","Table Cloth 81x81 Colour,1.43,11.12","Pears - Anjou,2.01,16.49","Lemonade - Pineapple Passion,3.23,26.73","Peppercorns - Pink,1.46,10.83","Rosemary - Fresh,3.85,34.84","Bread Base - Italian,2.98,22.52","Yokaline,4.05,23.39","Pepper - Cubanelle,1.03,1.46","Pepper - Roasted Red,4.19,8.71","Lettuce - Belgian Endive,1.86,11.71","Juice - Happy Planet,1.25,1.54",0
269429,2017-05-25,388.27,"Flower - Carnations,4.01,7.62","Pear - Halves,3.34,32.98","Soupfoamcont12oz 112con,2.18,7.98","Placemat - Scallop, White,2.41,20.59","Chocolate - Pistoles, Lactee, Milk,1.33,8.01","Bread - Pumpernickel,2.94,22.03","Syrup - Monin, Irish Cream,2.57,11.53","Wine - Magnotta - Cab Franc,2.31,14.34","Nut - Pumpkin Seeds,1.70,9.81","Hipnotiq Liquor,1.96,13.88","Cheese - Valancey,1.30,12.16","Lamb Shoulder Boneless Nz,3.03,29.51","Wine - Duboeuf Beaujolais,4.07,34.48","Cactus Pads,2.95,22.07","Ecolab - Balanced Fusion,1.29,11.19","Flour - Masa De Harina Mexican,1.10,6.82","Puree - Mango,1.76,8.59","Table Cloth 90x90 Colour,1.94,19.04","Cocoa Butter,1.94,4.36","Truffle - Peelings,1.20,0.79","Rabbit - Saddles,2.12,20.29","Gherkin,3.70,2.96","Bar Nature Valley,3.81,11.14","Wonton Wrappers,2.98,3.66","Shrimp - 21/25, Peel And Deviened,1.16,2.93","Beef - Ground Medium,3.66,32.90","Dooleys Toffee,1.22,10.25","Pancetta,1.25,6.35",0
269429,2017-12-05,107.31,"Pasta - Fusili, Dry,3.00,19.30","Sesame Seed Black,2.79,4.02","Nut - Pumpkin Seeds,1.64,9.46","Pork - Loin, Center Cut,1.58,9.35","Curry Paste - Madras,2.98,27.81","Beef - Bones, Marrow,3.01,5.54","Salmon - Canned,2.01,4.62","Cookies Almond Hazelnut,3.68,18.16","Longos - Cheese Tortellini,1.54,9.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269429,2018-01-01,206.65,"Flour - Strong,3.59,14.30","Muffin Batt - Carrot Spice,1.42,4.18","Syrup - Monin, Irish Cream,1.08,4.87","Wine - White, Colubia Cresh,4.15,17.43","Wonton Wrappers,3.01,3.70","Crackers - Water,1.12,4.75","Muffin Orange Individual,2.22,1.44","Ecolab Crystal Fusion,2.32,12.19","Eel - Smoked,1.87,2.90","Wine - Riesling Alsace Ac 2001,3.62,2.61","Grapes - Red,3.15,28.81","Kiwi,1.43,6.22","Russian Prince,2.10,19.55","Beef Flat Iron Steak,2.74,15.31","Sprouts - Peppercress,2.07,17.30","Pepper - Green, Chili,1.61,15.61","Sprouts - Onion,2.97,2.56","Table Cloth 90x90 White,3.54,32.93",0,0,0,0,0,0,0,0,0,0,0
979361,2017-09-02,205.81,"Cocoa Powder - Dutched,1.67,15.21","Grapes - Red,2.59,23.67","Cake - French Pear Tart,1.09,5.77","Oil - Sesame,2.04,15.98","Beef - Inside Round,3.71,21.16","Towel Multifold,1.52,7.15","Lid - 3oz Med Rec,2.88,17.93","Salmon - Atlantic, No Skin,2.78,21.04","Latex Rubber Gloves Size 9,2.26,17.17","Ham - Cooked Italian,1.39,8.76","Container - Hngd Cll Blk 7x7x3,3.66,33.00","Lotus Root,3.86,18.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979361,2017-10-08,382.07,"Chocolate - Milk,3.82,5.16","Bar Nature Valley,2.39,6.98","Radish - Black, Winter, Organic,2.09,17.23","Bread Base - Italian,2.53,19.12","Quail Eggs - Canned,3.95,21.93","Otomegusa Dashi Konbu,2.82,19.92","Anchovy Paste - 56 G Tube,3.33,9.77","Lid - 10,12,16 Oz,1.74,15.29","Wine - Shiraz Wolf Blass Premium,3.98,30.35","Pork - Sausage Casing,1.31,2.68","Kolrabi,3.07,2.43","Mackerel Whole Fresh,3.78,24.67","Shrimp - 16/20, Iqf, Shell On,4.16,30.41","Water - Aquafina Vitamin,2.89,13.60","Prunes - Pitted,2.58,23.34","Lobster - Base,3.02,21.96","Breakfast Quesadillas,2.31,11.99","Ecolab Crystal Fusion,2.30,18.95","Flour - Rye,3.92,10.99","Tomato - Plum With Basil,1.76,7.77","Cake - Night And Day Choclate,4.17,4.83","Creme De Cacao Mcguines,3.72,5.39","Pork - Bacon,back Peameal,3.13,26.06","Pepper - Orange,3.64,31.28",0,0,0,0,0
883916,2017-05-01,39.50,"Pork - European Side Bacon,1.27,5.86","Mushroom - Lg - Cello,2.52,13.08","Cheese - Cheddar With Claret,1.04,5.57","Eel Fresh,1.92,14.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883916,2017-06-18,311.88,"Fudge - Chocolate Fudge,1.88,15.19","Strawberries,4.15,28.90","Tofu - Firm,3.94,3.43","Container Clear 8 Oz,2.33,19.10","Oil - Grapeseed Oil,1.18,4.73","Pepper - Gypsy Pepper,3.07,22.91","Bread - Raisin,1.63,13.15","Bread - Bistro White,3.34,18.76","Wine - White, Chardonnay,1.84,8.65","Pepper - Orange,1.09,9.37","Lettuce - Belgian Endive,2.19,13.74","Longos - Grilled Chicken With,2.03,4.28","Fenngreek Seed,2.92,6.95","Pepper - Scotch Bonnet,3.59,8.61","Coffee - Hazelnut Cream,1.99,12.08","Sprouts - Corn,3.13,25.31","Pork - Liver,1.09,5.90","Veal - Ground,3.32,29.52","Coffee - Flavoured,4.18,10.33","Coffee - Flavoured,2.90,7.15","Beef - Rib Eye Aaa,2.52,3.18","Red Currant Jelly,2.04,9.79","Kale - Red,3.58,30.84",0,0,0,0,0,0
883916,2017-08-03,420.90,"Veal - Round, Eye Of,2.30,15.33","Bread - Multigrain,1.46,7.04","Seedlings - Buckwheat, Organic,4.12,29.24","Mix - Cocktail Ice Cream,2.93,18.37","Buffalo - Tenderloin,3.18,1.94","Coffee - Hazelnut Cream,2.13,12.92","Table Cloth 53x69 White,2.98,11.85","Veal - Brisket, Provimi,bnls,2.70,25.21","Salmon - Canned,1.68,3.86","Bread - Calabrese Baguette,1.78,3.66","Ecolab Crystal Fusion,3.85,31.69","Flour Dark Rye,2.93,28.15","Pomegranates,3.56,32.38","Mix - Cocktail Ice Cream,2.00,12.52","Soup Campbells Turkey Veg.,2.34,13.56","Pork - Caul Fat,4.13,35.63","Flour - Rye,3.96,11.09","Bread - Olive Dinner Roll,3.98,13.98","Wine - Prosecco Valdobiaddene,2.98,10.62","Cheese - Havarti, Salsa,3.59,18.09","Sweet Pea Sprouts,2.61,23.42","Sauce - Hp,1.23,6.01","Sour Puss Sour Apple,4.03,23.19","Phyllo Dough,3.96,31.17",0,0,0,0,0
162437,2017-05-09,283.84,"Pork - Hock And Feet Attached,3.80,13.10","Cheese - Cheddar, Medium,3.00,9.46","Pepsi - 600ml,3.34,24.25","Extract - Raspberry,3.53,3.78","Wine - White, Chardonnay,3.07,14.40","Bacardi Breezer - Tropical,2.38,11.19","Container - Hngd Cll Blk 7x7x3,2.72,24.58","Prunes - Pitted,1.59,14.42","Buffalo - Tenderloin,3.31,2.02","French Pastry - Mini Chocolate,2.26,16.40","Lotus Root,2.27,11.14","Pepper - Gypsy Pepper,3.18,23.69","Silicone Parch. 16.3x24.3,3.84,3.04","Star Anise, Whole,4.11,34.72","Cookies Almond Hazelnut,1.16,5.73","Smoked Paprika,2.79,17.26","Juice - Lagoon Mango,2.74,6.49","Numi - Assorted Teas,1.97,3.90","Scallops 60/80 Iqf,2.74,8.04","Sugar - Crumb,2.63,26.19","Mushroom - Crimini,3.33,10.04",0,0,0,0,0,0,0,0
162437,2017-12-14,196.81,"Cheese - Swiss Sliced,3.42,16.98","Eggs - Extra Large,2.20,4.52","Sorrel - Fresh,3.40,21.50","Pizza Pizza Dough,1.27,3.16","Wine - Riesling Alsace Ac 2001,1.56,3.51","Flour - Buckwheat, Dark,4.16,36.98","Flour Dark Rye,2.87,27.58","Marjoram - Fresh,1.91,10.51","Energy Drink - Franks Pineapple,1.15,8.56","Mustard - Dijon,3.29,3.95","Muffin Orange Individual,3.63,2.36","Silicone Parch. 16.3x24.3,1.42,1.12","Rosemary - Fresh,3.15,28.45","Corn Syrup,2.90,27.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
